Chrom	Start	End	Strand	Size	Method	Cell line	Tissue	Species	Genome	Organ	Reference	Pubmed
chr3	17351800	17351880	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	17368781	17369036	.	255	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	17557578	17557660	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	17570832	17570928	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	17611592	17611937	.	345	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	17646643	17646783	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	17720044	17720199	.	155	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	17848410	17848490	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	18467796	18467876	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	19191027	19191111	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	19294803	19294886	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	19702155	19702235	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	19802838	19803013	.	175	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20018237	20018317	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20035654	20035769	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20043463	20043543	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20061437	20061517	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20137713	20137793	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20161371	20161503	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20169783	20169863	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20182496	20182683	.	187	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20182872	20183052	.	180	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20241931	20242074	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20274928	20275016	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20278378	20278458	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20293141	20293221	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20314058	20314198	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20321603	20321714	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20330084	20330164	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20392875	20392955	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20589017	20589097	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20884678	20884855	.	177	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20925446	20925526	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	20990388	20990468	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21101078	21101160	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21428259	21428339	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21448561	21448682	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21448782	21448862	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21543662	21543762	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21576355	21576449	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21576535	21576655	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21580535	21580713	.	178	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21603847	21603983	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21611746	21611826	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21630217	21630338	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21634416	21634496	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21650004	21650084	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21660332	21660457	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	21663173	21663274	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	23207883	23207985	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	23533706	23533794	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	23588589	23588669	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	23878500	23878647	.	147	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	23879636	23879723	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	23963514	23963600	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	23963680	23963801	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24030456	24030536	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24194508	24194691	.	183	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24195683	24195780	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24230996	24231088	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24245494	24245576	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24337048	24337252	.	204	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24362296	24362376	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24452451	24452561	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24458992	24459119	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24555700	24555873	.	173	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24568406	24568509	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24570033	24570113	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24582621	24582710	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24614476	24614639	.	163	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24627461	24627541	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24628029	24628113	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24631851	24631954	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24658597	24658718	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24670142	24670356	.	214	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	24702850	24702930	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	25012436	25012516	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	25157724	25157864	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	25814074	25814154	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	25863090	25863170	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	26208766	26208851	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	26340599	26340679	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	28343688	28343772	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	28368258	28368357	.	99	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	29059759	29059839	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	29725151	29725242	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	29725288	29725407	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	31014806	31015020	.	214	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	31026519	31026602	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	31069698	31069848	.	150	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	31071415	31071503	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	31088768	31088911	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	31112883	31113005	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	31113808	31114077	.	269	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	31153474	31153558	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32415486	32415591	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32482812	32482932	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32572622	32572761	.	139	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32674528	32674651	.	123	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32770814	32770894	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32797337	32797495	.	158	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32816455	32816535	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32821076	32821168	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32855939	32856173	.	234	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32875722	32876010	.	288	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32892663	32892760	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32893316	32893433	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32928733	32928813	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32965832	32965912	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32990393	32990577	.	184	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32994189	32994269	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	32998362	32998545	.	183	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33147125	33147205	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33354039	33354119	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33424286	33424421	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33526399	33526510	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33540584	33540664	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33624720	33624800	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33662300	33662410	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33739476	33739585	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33740984	33741081	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33748573	33748874	.	301	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33749157	33749287	.	130	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33767017	33767097	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33767311	33767391	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33788945	33789242	.	297	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33791794	33791874	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33850890	33851011	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33875065	33875157	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33881797	33881929	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33896889	33896986	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33897086	33897222	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33901186	33901283	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	33910251	33910387	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	34016756	34016847	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	34326573	34326702	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	34393396	34393505	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	35974453	35974752	.	299	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	36495492	36495572	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37021038	37021151	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37024046	37024162	.	116	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37083034	37083114	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37151708	37151789	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37162439	37162519	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37273604	37273722	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37275304	37275414	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37311119	37311255	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37344999	37345079	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37345212	37345369	.	157	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37346058	37346149	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37355046	37355126	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37362499	37362579	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37371160	37371240	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37417711	37417816	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37417924	37418014	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37430700	37430802	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37437940	37438020	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	37441416	37441496	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	38460489	38460579	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	38621843	38621995	.	152	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	39099896	39099991	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	39101013	39101093	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	39454141	39454238	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	39486602	39486707	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	40294183	40294263	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	40392451	40392681	.	230	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	40393110	40393200	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	40461440	40461520	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	40535669	40535749	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	40595831	40595911	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	41408392	41408532	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	41949343	41949437	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	41976172	41976270	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	42202684	42202777	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	42217161	42217243	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	42218289	42218445	.	156	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	42341625	42341712	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43366403	43366486	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43366998	43367101	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43404418	43404498	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43460092	43460203	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43614871	43614961	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43637315	43637396	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43637445	43637529	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43645802	43645906	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43707062	43707142	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43759953	43760051	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43764184	43764273	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43771300	43771380	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	43783703	43783783	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	44280363	44280541	.	178	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	44350435	44350515	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	44355180	44355289	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	44366516	44366596	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	44668713	44668850	.	137	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	44794193	44794304	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	44841910	44842015	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	45110304	45110384	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	45349016	45349096	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	45415519	45415677	.	158	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	45417429	45417509	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	45747830	45747941	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	45766141	45766221	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	45852781	45852899	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	46883220	46883388	.	168	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	46958803	46959034	.	231	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47077769	47077891	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47088733	47088813	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47107330	47107431	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47162962	47163073	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47169657	47169886	.	229	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47172248	47172389	.	141	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47399281	47399468	.	187	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47401920	47402003	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47441520	47441600	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47488946	47489087	.	141	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47501269	47501396	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47626642	47626722	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47687148	47687305	.	157	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47714918	47715040	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47727975	47728070	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47732133	47732213	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47740907	47741008	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47745580	47745660	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47751315	47751468	.	153	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47774114	47774194	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47789810	47789899	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47795292	47795446	.	154	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47798298	47798378	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47871085	47871228	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47873954	47874034	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	47921017	47921126	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48035264	48035344	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48051414	48051494	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48068477	48068557	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48110542	48110625	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48119562	48119642	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48196094	48196263	.	169	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48217001	48217083	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48375493	48375598	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48406370	48406567	.	197	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	48997302	48997398	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	49557584	49557669	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	49557707	49557797	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	49619822	49620115	.	293	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	50117060	50117147	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	50120799	50120879	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	50519553	50519637	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	50708951	50709031	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	51490351	51490454	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	52606388	52606492	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	54008535	54008670	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	56641601	56641681	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	56658895	56658991	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	56816464	56816544	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	56871819	56871899	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57061103	57061183	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57250223	57250303	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57281798	57281901	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57344191	57344288	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57440288	57440383	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57486311	57486488	.	177	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57553051	57553224	.	173	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57692237	57692368	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57748313	57748393	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57810936	57811016	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57878161	57878331	.	170	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	57905863	57905943	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	58192217	58192342	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	58192522	58192640	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	58424015	58424119	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	58629033	58629165	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	59353011	59353119	.	108	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	61522866	61522988	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	63836144	63836224	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	64766538	64766845	.	307	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	64778259	64778399	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	64944869	64944949	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	65092935	65093098	.	163	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	65131596	65131691	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	65148022	65148237	.	215	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	65286301	65286382	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	67599667	67599814	.	147	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	69237920	69238034	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
